"id","text"
"en01ne","Die Cognitive-Load-Theory oder die Theorie der lernbezogenen kognitive Belastung beschreibt mehrere Belastungsarten, die beim Lernen im Gedächnis auftreten können.  Eine dieser Belastungen ist die sogenannte Extrinsische-Belastung oder Extrinsic-Load. Dies umfasst alle möglichen äußerlichen Einflüsse, die beim Lernen hinderlich sein könnten. Ist die Extrinsische-Belastung hoch, ist dies für das Lernen hinderlich. Wenn beispielsweise bei einer Powerpoint-Präsentation sehr viel Zeit für die richtige Bedienung gebraucht wird, können sich die Schüler schlecht auf den Inhalt der Präsentation konzentrieren, da die Konzentration sich vom Thema auf die Ablenkung durch die Technik wendet. Andere Störungen können beispielsweise lautes Reden oder Musik sein.  Eine weitere Belastung ist die Intrinsische-Belastung. Damit sind störende Faktoren gemeint, die jede Person individuell betreffen. Ist die Intrinsische-Belastung sehr hoch, fällt es der Person schwer, die gestellte Aufgabe zu lösen, da sie beispielsweise nicht an ihr Vorwissen angepasst ist und ihr Wissen übersteigt. Bei niedriger intrinsischen Belastung empfindet die Person keine Anstrengung beim Lösen der Aufgabe und muss nicht intensiv nachdenken.  Die Lernbezogene-Belastung bezieht sich auf Inhalte des abgefragten Wissens."
"en04na","Laut der Theorie wird das Gedächnis eines Menschen in drei Teile aufgeteilt. Den sensorischen Speicher, den Arbeitsspeicher und den Langzeitspeicher. Beim lernen durchlaufen Informationen alle drei Speicher nacheinander. Wichtig zu wissen ist, dass der Arbeitsspeicher nur eine begrenzte Anzahl von Informationen aufnehmen kann. Nur Informationen welchen genug Aufmerksamkeit zugeteilt wird, kommen in den Arbeitsspeicher und werden auch nur behalten, wenn sie immer wieder wiederholt werden. Wichtig hierbei ist nun, dass also nur die Wichtigen Informationen in den Arbeitsspeicher gelangen und der Platz nicht mit unwichtigen Dingen verschwendet wird. Hierzu sollte man wissen, dass Informationen eigentlich nur Reize sind die vom Gehirn erkannt werden. Dazu zählen alle Dinge die einem auffallen. Dinge die einen von der ursprünglichen Aufgabe abhalten werden als Extrinische und Intrinische Belastungen bezeichnet. Ein Beispiel hierfür wäre ein Schaubild wo die Begriffe alle unten auf dem Arbeitsblatt durcheinander stehen. Der Lernende verbringt viel zu viel Zeit damit die Begriffe unten zu lesen und sie oben dem Schaubild zuzuordnen. Wenn die Begriffe direkt in richtiger Reihenfolge neben dem Schaubild stehen würden, wär die Aufmerksamkeit viel mehr auf das Wesentliche gerichtet und der Arbeitsspeicher würde nicht mit unnötigen Informationen zugemüllt sein."
"en06ia","Die Cognitive-Load-Theory  ist eine Theorie, die sich mit dem Lernen als Prozess im  Gedächtnis, befasst. Dabei steht hier weniger das Individuum im Vordergrund, sondern vielmehr wie objektiv im Gedächtnis gelernt wird.Das heißt die Theorie befasst sich mit Informationen, wie diese am Besten verarbeitetet werden und länger behalten werden und wie Informationen am Besten vermittelt werden sollten. Diese Theorie wird dafür in drei Untergruppen, auch Belastungen genannt, eingeteilt. Diese nennen sich die Extrinsische-Belastung, die Intrinsische-Belastung und die Lernbezogene-Belastung.Diese drei Belastungen lassen uns bestimmen, wie wir die Informationen, also das Material, das erlernt werden soll, am Besten behalten und abspeichern können.Zum Beispiel behalten wir Informationen besser, indem wir sie wiederholen, wie beim Vokabeln lernen. Dabei handelt es sich um eine Intrinsische-Belastung. Wenn diese hoch ist und die extrinsische niedrig, können wir am Besten lernen.Ein negatives Lernbeispiel wäre, wenn der Lehrer in seiner Power-Point Präsentation genau den selben Text auf der Folie stehen hat, den er gerade vorliest. Dabei kann man sich nicht auf den Text auf der Folie und auch nicht auf den Text, den der Lehrer vorliest konzentrieren. Das heißt hier handelt es sich um eine hohe Extrinsische-Belastung, während die Intrinsische-Belastung gering ist. Bei diesem Phänomen spricht man von einem Redundanzeffekt.Die dritte Belastung ist die Lernbezogene-Belastung, das bedeutet wenn wir viel Lernmaterial haben, jedoch wenig Vorwissen über ein Thema besitzen, so werden wir nicht mehr gefordert und das hilft uns auch nicht zu lernen. Es muss also ein Ausgleich zwischen der Forderung und dem Vorwissen herrschen, damit wir gut Lernen können."
"en06ja","Die Cognitive-Load-Theory ist eine Theorie, bei der die lernförderliche oder lernhemmende Wirkung von Unterrichtsgestaltung untersucht wird. Dabei ist eine der Grundannahmen, dass das Arbeitsgedächtnis begrenzt ist, sodass es gilt, die Aufnahme auf wesentliche Informationen zu beschränken. Dies kann man entweder durch aktives Gedächtnistraining machen, viel wesentlicher ist aber die Wissensvermittlung. Eine weitere Annahme ist, dass der Lernprozess stark vom Vorwissen des Schülers abhängt, also dementsprechend sinkt oder steigt.Der intrinsische Cognitive Load entsteht durch die Verbindung des Lernmaterials. Vokabeln zum Beispiel sind weniger miteinander vernetzt, sie können separat gelernt werden. Anders ist das z.B. bei einem geschichtlichen Thema, wo die Informationen aufeinander aufbauen. Mit Vorwissen kann der intrinsische Cognitive Load gesenkt werden.Der extrinsische Cognitive Load beschreibt die Lernvermittlung anhand der Getaltung des Lehrmaterials. Zum Beispiel sollte dafür gesorgt werden, dass lernirrelevante Dinge (zum Beispiel ein Bild in einer Power-Point-Präsentation, das nicht zum Thema gehört) nicht auftauchen. Der Extrinsische Cognitive Load sollte also möglichst niedrig gehalten werden.Der Germane Cognitive Load beschreibt, wie Lernmaterial verwendet werden soll, damit der Lernende optimal Bezüge und Verbindungen herstellen kann, also die neuen Bezüge und Inhalte erfolgreich in bereits bestehende Schemata einbetten kann. Der Germane Cognitive Load sollte dementsprechend gefördert werden. Bei der Cognitive-Load-Theory werden unter anderem auch Effekte des Lehrens beziehungsweise des Lernens untersucht: Bei dem Redundanzeffekt zum Beispiel folgt die lernhinderliche Wirkung aus doppelter oder mehrfacher Darstellung des Lernmaterials, was dem Lernenden schon bekannt vorkommt und dadurch eine lernhinderliche Wirkung erzielt. Damit der Split-Attention-Effekt nicht auftritt, sollte man darauf achten, dass inhaltlich auf sich bezogene Inhalte räumlich nah präsentiert werden. Bei dem Modalitätseffekt wird der Fokus der Untersuchung auf das Vorwissen des Schülers gelegt: Lernhinderliche Wirkungen werden erzielt, wenn der Schüler ein hohes Vorwissen hat und leichte Aufgaben bekommt und wenn der Schüler ein geringes Vorwissen hat, aber mit schwierigen Aufgaben konfrontiert wird. Wichtig ist es also, die Aufgabeninhalte gezielt auf das Vorwissen des Lernenden anzupassen, was für die Lehrkräfte natürlich ein großes Hindernis ausmacht."
"en06na","Die ""Cognitive-Load-Theory"" bezeichnet eine Theorie, die die verschiedenen Belastungen beim Lernen beschreibt. Es gibt demnach drei verschiedene Arten von kognitiver Belastung: 1. Extrinsische-Belastung (Extrinsic-Load): Diese beschreibt die Belastung ""von Außen"" wie beispielsweise eine laute Umgebung (Vergleich: Störungen in der Klasse) oder andere Störfaktoren (Vergleich: Hintergrundmusik in einem Lernprogramm). Sie kann daher auch mitunter am besten reguliert werden, indem man für eine Lernumgebung, welche möglichst frei von Störfaktoren ist sorgt. Beispiele hierfür sind: Musik ausschalten, den Ruhebereich zum Lernen nutzen und ein ruhiges Arbeitsklima in einer Schulklasse fördern. 2. Intrinsische-Belastung (Intrinsic-Load): Die Intrinsische-Belastung geht vom Lernstoff an sich aus. Ist der Lerninhalt für das Vorwissen des Lernenden zu schwierig, so ist die Intrinsische-Belastung hoch. Nur wenn man den Lerninhalt möglichst genau auf das Vorwissen des Lernenden abstimmt, kann man die Intrinsische-Belastung niedrig halten.  3. Lernbezogene-Belastung (Germane-Load): Diese Bezeichnung trifft auf die Belastung zu, die durch das aufnehmen von Wissen in das Gedächtnis, also dem Lernen an sich, verursacht wird. Wie bereits erwähnt können intrinsische und Extrinsische-Belastung reguliert werden, was dazu führt, dass die Lernbezogene-Belastung möglichst groß sein kann. Ausgehend von der Theorie, dass man ein bestimmtes Potenzial an Aufmerksamkeit hat, welches durch die drei unterschiedlichen Belastungen ausgereizt wird, kann man also sagen, dass es für effektives Lernen von Vorteil ist die intrinsische und Extrinsische-Belastung möglichst klein zu halten, wodurch dann ein Großteil der Aufmerksamkeit der lernbezogenen Belastung zugute kommen kann, also das Lernen an sich gefördert wird. Andersrum heißt das jedoch auch, dass bei hoher extrinsischen und intrinsischen Belastung kaum Lernerfolge erzielt werden können, da die Lernbezogene-Belastung sehr gering gehalten wird."
"en06ne","Die Cognitiv Load Theory , die die kognitiven Vorgänge in unserem Gedächtnis beschreibt. Dabei geht die Cognitv Load Theory davon aus, das unser Arbeitsgedächtnis beschränkt ist in seiner zeitlichen Kapazität und auch in seiner Kapazität betreffend der Informationen, die in ihm gespeichert werden können. Das Arbeitsgedächtnis ist der Teil unseres Gehirns, indem die Informationsverarbeitung statt findet. Die neu aufgenommenen Informationen werden dort organisiert, miteinander in einen Zusammenhang gebracht und dann ins Langzeitgedächtnis elaboriert, wo die Informationen dann ein Leben lang gespeichert bleiben. Die Cognitiv Load Theory unterscheidet drei Arten von Belastungen denen das Arbeitsgedächtnis ausgesetzt ist: die Intrinsische-Belastung, die Extrinsische-Belastung und die Lernbezogene-Belastung (german Load). Dabei stellt die Lernbezogene-Belastung die Belastung dar, die dazu führt, dass man lernt. Deswegen  ist es wichtig, wenn man etwas lernen will, dass die lernbezogenen Belastung so hoch wie möglich ausfällt. Im Gegensatz dazu sind die Intrinsische und die Extrinsische-Belastung eher lern hinderlich. Die Intrinsische-Belastung bezieht sich auf die Lerninhalte selbst. Dabei ist die Intrinsische-Belastung hoch bei komplexeren Themen und wenn das Vorwissen des Lernenden noch nicht sonderlich hoch ist."
"en06rd"," Unser Gedächtnis ist in 3 Bereiche eingeteilt. Das Kurzzeitgedächtnis, Arbeitsgedächtnis und das Langzeitgedächtnis. Hier finden verschiedene Prozesse statt. Im Kurzzeitgedächtnis werden Informationen die wir über unsere Sinne wahrnehmen aufgenommen und gefiltert. Wenn diesen Informationen keine nähere Beachtung geschenkt wird zerfallen diese sehr schnell wieder. Wenn einer Information jedoch Aufmerksamkeit geschenkt wird, wird sie im Arbeitsgedächtnis verarbeitet. Das Arbeitsgedächtnis hat jedoch eine begrenzte Kapazität, sodass die Information entweder ins Langzeitgedächtnis übergehen muss oder die Information zerfällt. Um Informationen ins Langzeitgedächtnis abzulegen ist es hilfreich die Informationen in Schemata zu gliedern und sie so mit altem Vorwissen zu verknüpfen. Die Cognitive-Load-Theory beschreibt verschiedene Arten der Belastung, die während diesem Prozess auftreten können. Die Intrinsische-Belastung bezieht sich auf das Vorwissen des Lernenden. Je höher das Vorwissen ist, desto niedriger ist die Intrinsische-Belastung bei einer Aufgabe, die der Lernende schon kennt. Die Extrinsische-Belastung beschreibt Zustände, die das Lernen behindern können. Ein Beispiel hierfür wäre eine unklare Fragestellung oder beim Vorbereiten eines Referats der Umgang mit einem Computerprogramm, das nicht verstanden wird.  Optimal ist es also eine Aufgabe zu stellen, die an das Vorwissen des Lernenden angepasst ist und somit keine extrinsische Belastung entsteht und sich der Lernende voll auf das Lösen der Aufgabe konzentrieren kann."
"en06ud","Die Cognitive-Load-Theory ist eine Theorie, die versucht zu erklären wie wir Menschen lernen.  Die Wissensaufnahme läuft nach einem gewissen Schema ab. Neue Informationen treffen auf den sensorischen Speicher und werden nach unwichtig und wichtig gefiltert. Dabei entscheidet jeder Mensch individuell für sich, was unwichtig beziehungsweisewichtig ist. Die Speicherkapazität ist unendlich groß, die Informationen werden jedoch nur für einige Sekunde gespeichert. Sind sie wichtig kommen sie weiter ins Kurzzeitgedächtnis, wo +/- 7 Informationen durchschnittlich auf einmal gespeichert werden können. Bei mehrmaliger Wiederholung gelangen sie ins Langzeitgedächtnis, dessen Speicher nahezu unbegrenzt ist. Informationen aus dem Langzeitgedächtnis sind nicht immer aktiv abrufbar, jedoch trotzdem vorhanden. Und können durch nachdenken und bestimmte Fragestellungen erinnert werden. Der Lernende wird von verschiedene Faktoren beeinflusst, die den Lernprozess behindern, oder fördern. Zum einen ist das die Intrinsische-Belastung. Damit meint man die personenbezogenen Vorkenntnisse. Ist die Intrinsische-Belastung zu hoch, durch z. B zu geringes Vorwissen ist es schwierig neue Dinge zu lernen. Die Extrinsische-Belastung, sind Einflussfaktoren aus der Umwelt, die das Lernen hindern. Unübersichtliche Folien, oder zu laute Musik sind Beispiele für Extrinsische-Belastung. Die lern bezogene Belastung"
"en07la","Die Cognitive-Load-Theory ist eine Theorie, welche erklärt, durch welche Einflüsse das Lernen erleichtert oder erschwert werden kann. Man geht davon aus, dass der Mensch beim Lernen eine gewisse kognitive Belastung auf sich trägt, welche eine wichtige Rolle spielt. Bei der Cognitive-Load-Theory geht man davon aus, dass das Gedächtnis des Menschen in verschiedene Bereiche aufgeteilt ist. Zum Prozess der Informationsverarbeitung von neu Gelerntem, ist das Arbeitsgedächtnis sehr wichtig. Dieses ist eine Art Kurzzeitgedächtnis und ist daher sowohl zeitlich als auch von der Kapazität beschränkt. Um ein erfolgreiches Lernen zu ermöglichen, ist es wichtig, dass das Arbeitsgedächtnis nicht kognitiv überlastet wird, das heißt, dass für das Lernen nicht notwendige Informationen und Reize, die über die Sinne aufgenommen werden, möglichst vermieden werden. Durch das Arbeitsgedächtnis gelangen gelernte Informationen im besten Fall in den Langzeitspeicher und bleiben dem Lernenden durch Wiederholungen und Vertiefungen für immer erhalten.  Diese kognitive Belastung lässt sich in drei Bereiche einteilen: In den Bereich der extrinsischen Belastung kann man beispielsweise die Gestaltung des zu lernenden Materials zählen. Hierbei ist wichtig, dass möglichst wenig überflüssige Informationen vorhanden sind, welche nicht zwingend notwendig sind. Dazu gehören auch Wiederholungen oder zum Beispiel zu viele Bilder, welche den Lernenden vom eigentlichen Inhalt ablenken.  Der zweite Bereich ist die sogenannte Intrinsische-Belastung, welche angibt, wie schwierig der Inhalt des Lehrmaterials an sich ist. Je schwieriger hierbei das Lehrmaterial ist, desto höher ist die Intrinsische-Belastung.  Schließlich gibt es noch die Lernbezogene-Belastung. Darunter versteht man, wie hoch die individuelle Belastung für einen Einzelnen ist, das Lernmaterial zu verstehen. Diese Belastung ist sehr wichtig und muss gefördert werden, da beispielsweise eine zu niedrige Lernbezogene-Belastung genau wie eine zu hohe Lernbezogene-Belastung nicht förderlich für den Lernprozess sein können."
"en07rd","Wenn man sich, z.B. im Unterricht, mit einem neuen Thema beschäftigt spielen einige Faktoren zusammen. Zum einen das Wissen, das du schon mitgebracht hast und das in deinem Gedächtnis vorhanden ist und das mit dem Thema in Zusammenhang bringen kannst. Die intrinsiche Belastung.  Danndas Wissen, welches dir vollkommen neu ist und das in unserem Beispiel ein Text in einem Lehrbuch sein könnte. Die sogenannte Extrinsische-Belastung. Diese kann nicht nur als Text vorliegen sondern auch in anderen Formen begegnen. Die Erklärung des Lehrers, als auditiver Reiz, oder ein Schaubild als visueller Reiz, das ein Schemata verbildlicht.   Damit eine Information in deinem Gedächtnis bleibt muss sie verschiedene Phasen durchlaufen. Zuerst kommt sie ins Arbeitsgedächtnis, das nur begrenzt Speicherplatz besitzt. Dort werden die Informationen verarbeitet. Auch nimmt dein Gedächtnis die Reize unterschiedlich auf. Manche können Informationen, die sie gelesen haben besser verarbeiten, andere kommen besser mit auditiven Reizen klar. Manchmal treffen auch auditive mit visuellen Reizen zusammen wie Beispielsweise in einem Film. Jetzt werden die aufgenommen Informationen nach Relevanz gefiltert und später mit schon vorhandenem  Wissen verknüpft. Man kann sich dies wie ein Sieb vorstellen, welches als unwichtige Reize aussortiert.  Ist ein Reiz nicht aussortiert worden, wird er ins Langzeitgedächtnis weitergeleitet, welches unbegrenzte Speicherkapazität besitzt."
"en09ia","Stellen wir uns das Gehirn als einen Computer vor. Lernen wir etwas, dann muss das Gehirn das Material verarbeiten.  Wir unterscheiden dabei zwischen dem sensorischen Speicher, dem Arbeitsspeicher und dem Langzeitspeicher. Die Cognitive-Load-Theory bezieht sich auf den Arbeitsspeicher.  Die Speicherkapazität des Arbeitsspeichers ist begrenzt und wird durch verschiedenes ausgelastet.  Zunächst wird der Arbeitsspeicher durch die Menge und Komplexität des Materials beziehungsweise Wissens ausgelastet. Diese Auslastung wird als intrinsischer Load bezeichnet. Ist die der Stoff sehr komplex sorgt dies für einen hohen intrinsischen Load. Ist der Stoff an das Niveau des Lernenden angepasst, so ist der intrinsische Load niedrig.  Der Arbeitsspeicher wird aber auch durch die Darstellung des zu Lernenden belastet. Diese Belastung bezeichnen wir als extrinsischen Load. Eine PowerPoint-Präsentation mit vielen Effekten, Bildern und textüberladenen Folien erzeugt dabei einen höheren extrinsischen Load, als es eine Präsentation mit weißem Hintergrund, keinen Effekten und wesentlichen Textinhalten. Auch die eigentlichen Lernprozesse belasten den Arbeitsspeicher. Die Prozesse die zur aktiven Wissenskonstruktion ablaufen werden als germaner Load bezeichnet. Der Germane-Load ist wenig flexibel und wird durch den extrinsischen Load und den intrinsischen Load eingeschränkt."
"en09ke","Bei der Cognitive-Load-Theory geht es um eine Theorie, die beschreibt, dass das Arbeitsgedächtnis eingeschränkt ist. Daher müssen verschiedene Dinge beachtet werden. Es werden drei Arten von Belastungen unterschieden: Die extrinsiche Belastung, die intrinsiche Belastung und die Lernbezogene-Belastung.  Die Extrinsische-Belastung beschreibt alle Belastungen, die außerhalb der eigentlichen Aufgabe ablaufen. Man kann auch sagen die Störfaktoren um einem herum, die einen vom hauptsächlichen Thema ablenken. Die Intrinsische-Belastung beschreibt die Belastung, die sich ausschließlich mit dem lösen der Aufgabe beschäftigt. Die Intrinsische-Belastung kann aber zu hoch sein, wenn zu viel neue Information auf den Lernenden einströmt.  Die Lernbezogene-Belastung ist die optimale Menge der Belastung, die benötigt wird um ein Thema zu lernen, also wenn Lernen stattfindet. Um optimales Lernen zu garantieren, sollte die Extrinsische-Belastung gering, die intrinsische mittel und die lernbezogene hoch sein. Ist die Extrinsische-Belastung zu hoch, zum Beispiel durch Ablenkung von Animationen in einer Präsentation, ist dies lernhinderlich. Ist die Intrinsische-Belastung zu hoch, kommt es zur Überlastung des Arbeitsgedächtnisses, da dieses nur begrenzt Information aufnehmen kann.  Zusätzlich ist die Lernförderung abhängig von dem Vorwissen, das der Lernende hat. Eine einfache Aufgabe mit wenig Vorwissen ist lernförderlich, genauso eine schwere Aufgabe mit viel Vorwissen. Bei einer einfachen Aufgabe mit viel Vorwissen ist der Lernende unterfordert, die Extrinsische-Belastung hoch und der Lernerfolg nicht gut. Bei einer schwierigen Aufgabe mit wenig Vorwissen ist der Lernende überfordert, die intrinsische und möglicherweise dann auch die Extrinsische-Belastung hoch und der Lernerfolg ebenfalls nicht oder kaum vorhanden."
"en10bi","Die Cognitive-Load-Theory ist eine Theorie, wie Lehrende am effizientesten Lernen. Die neuen Informationen die wir erhalten, durchlaufen in unserem Gedächtnis verschiedene Etappen. Beim Erlernen von neuen Informationen, müssen viele Sachen beachtet werden, dass das Lernen auch effektiv ist und länger im Gedächtnis vorhanden bleibt. Genau damit beschäftigt sich die Cognitive-Load-Theory. Beim Lernen muss zum Beispiel auf die intrinsische und Extrinsische-Belastung geachtet werden. Wenn man Informationen auf verbalem und visuellem Wege erfährt, kann man sie beispielsweise besser behalten, wie wenn man sie nur auf einem Wege, also nur visuell oder nur verbal, erfährt. Auch ist wichtig zu schauen, dass beim Lernen nur wirklich Themenrelevante Informationen vorkommen, sodass der Lernende nicht durch irrelevante Informationen abgelenkt wird. Der Erwerb von neuem Stoff hängt auch mit den bereits erworbenen Schemata zusammen, die der einzelne bereits in seinem Langzeitgedächtnis besitzt. Das heißt je mehr Vorwissen man besitzt, desto besser und schneller kann man die neuen Informationen in dieses bereits vorhandene Schemata hinzufügen und es somit erweitern. Die Informationen müssen auch immer so angepasst sein, dass der Lernende sie verstehen kann. Es ist beispielsweise überhaupt nicht effektiv, jemandem der noch nicht viel über ein bestimmtes Thema weiß, Informationen zu geben, die aus einer übergeordneten Schublade kommen. Der Lehrende sollte sich auch immer in den Lernenden hineinversetzen, wenn er Übungen oder Erklärungen aufstellt. Oftmals gehen Lehrende nämlich von ihrem Expertenwissen aus , denken dabei aber nicht daran, dass die Schüler dieses  Wissen noch überhaupt nicht besitzen."
"en10el","Die Cognitive-Load-Theory ist eine Lerntheorie im Rahmen der pädagogischen Psychologie. Dabei wird die Aufnahmefähigkeit des/r Lernenden einem Spektrum an verschiedenen Belastungen gegenübergestellt, die sich durch den Lernprozess ergeben.  Diese ""Gesamtlernbelastung"", die auf das Arbeitsgedächtnis eines/r Lernenden einwirkt, setzt sich aus folgenden Anteilen zusammen: 1. Intrinsische-Belastung = Die Belastung durch den eigentlichen Lernstoff 2. extrinisische Belastung = Die Belastung durch die Darbietung des Lernstoffs (z. B. ein sehr klein gedruckter Text, Ablenkung durch zu viele bunte Bilder, große, unruhige Lerngruppe etc.) 3. Die Germane Belastung 4. Die Lernbezogene-Belastung = Die Belastung, die sich aus dem Lernprozess ergibt (oder so?) Diese vier Belastungstypen addieren sich auf einem Spektrum sozusagen zur ""Gesamtbelastung"" durch einen Lernprozess. Dabei können die einzelnen Belastungstypen unterschiedliche Anteile dieses Spektrums einnehmen und damit auch unterschiedlich viel ""Belastungskapazität"" freilassen. Man geht davon aus, dass die ""Belastungskapazität"" des Arbeitsgedächtnis insgesamt begrenzt ist. Überschreitet die Summe der verschiedenen Belastungen diese ""Belastungskapazität"", so können nicht alle Inhalte verarbeitet werden. Dabei ist entscheidend, dass die Intrinsische-Belastung, die sich durch die Darbietung des Lernstoffs ergibt, nicht reduziert  beziehungsweise ""ausgeschaltet"" werden kann (z. B. muss die kleingedruckte Schrift eines Texts nunmal verarbeitet werden, wenn man den Text überhaupt verstehen will). Die Extrinsische-Belastung, das heißt, die Belastung durch den eigentlichen Lernstoff, kann dagegen reduziert werden (man versteht dann z. B. nur die Hälfte der im klein gedruckten Text erklärten Konzepte). Daher sollten Lehrende versuchen, die Intrinsische-Belastung in ihrem Lehrstoff möglichst gering zu halten, um im Arbeitsgedächtnis ihrer SuS ""Platz zu sparen"" für die eigentlichen Inhalte."
"en10in","Die Cognitive-Load-Theory (CLT) wurde von [bitte Name einfügen] formuliert und in einer Testreihe an der Universität [bitte Institution einfügen] an 3,790 Probanden untersucht. Die CLT umfasst das Konzept, dass das menschliche Gehirn in verschiedene Ablagespeicher unterteilt ist- neu aufzunehmende Informationen durchlaufen diese Speicher dabei stets in der selben Reihenfolge. Demnach werden Informationen zunächst im Arbeitspeicher aufgenommen und verarbeitet, bevor sie im Langzeitspeicher gefestigt und für die Zukunft abrufbar werden. Eine entscheidende Rolle spielen dabei innere sowie von außen einwirkende Belastungen: die sogenannte Extrinsic-Load bezeichnet dabei die externen Anforderungen, für die die jeweiligen Informationen nützlich gemacht werden sollen- beispielsweise die Aufgabenstellung, einen Text über das Thema [bitte Themenbereich einfügen, Vorschlag: Cognitive-Load-Theory] zu formulieren, wenngleich hierfür bedauerlicherweise keine Informationen im Langzeitspeicher hinterlegt wurden. Für das Gesamtergebnis entscheidend wird dann die sogenannte Intrinsic-Load, also innere Hemmungen und Zweifel, die wenigen, bruchstückhaft bekannten Informationen in ein (vorhersehbar defizitäres) Endprodukt einfließen zu lassen, um die gestellte Aufgabe abzuschließen. Ist die Intrinsic-Load = 0, konnten Probanden sogar 15 Minuten Testzeit absolvieren, ohne sich von ihrem Mangel an erforderlichem Vorwissen im Langzeitspeicher ausbremsen zu lassen."
"en10ke","Will man verstehen, wie genau Lernen funktioniert und was förderlich für effektives Lernen ist, so stößt man früher oder später auf die sogenannte ""Cognitive-Load-Theory"". Grundkonzept dieser Theorie ist die begrenzte Aufnahmefähigkeit unseres Arbeitsgedächtnisses, das ist der Teil unseres Gedächtnisses, in dem Wissen verarbeitet wird. Was jedoch nehmen wir während eines Lernprozesses auf, welche Belastungen gibt es für unser Arbeitsgedächtnis? Zum einen gibt den ""Germane-Load"" oder ""Lernbezogene-Belastung""; sie steht für die Belastung, die von der Komplexität des Lernstoffes ausgeht.  Auf der anderen Seite gibt es noch zum einen die ""Intrinsische-Belastung"", also die Belastung, die von der Komplexität des Lernstoffes abhängt und mit wie viel anderen Dingen der Lernstoff verknüpft ist. Zum Beispiel ist die intrinische Belastung beim Vokabeln-Lernen relativ klein, da man jede Vokabel für sich lernen kann, die intrinische Belastung bei der Grammatik einer Fremdsprache jedoch groß, da man hier viele Dinge miteinander verknüpfen muss. Zum anderen gibt es noch die ""Extrinsische-Belastung"", sie bezieht sich auf die Darstellung des Lernstoffes - dieser kann zum Beispiel so dargestellt, dass seine Form durch z.B. viele verschiedene Schriften, Farben (oder im Internet Werbebanner zu Seiten des Textes) uns ablenkt und wir uns nicht mehr auf den Inhalt des Textes konzentrieren sondern auf seine Darstellung. Stellt man sich unser Arbeitsgedächtnis nun wie einen Eimer vor, den wir mit verschiedenen Steinen befüllen, z.B. blaue für die lernbezogene, gelbe für die intrinsische und rote für die Extrinsische-Belastung, so wird uns klar, dass wir nur noch sehr wenig Kapazität für den Lernstoff selbst, also die Lernbezogene-Belastung haben, wenn unser Eimer schon über die Hälfte mit gelben und roten Steinen befüllt ist. Somit wird klar, dass - wenn man effektiv lernen will - die Intrinsische-Belastung und die Extrinsische-Belastung möglichst gering sein sollten."
"en11th","Die Cognitive-Load-Theory betrifft den Einfluss der verschiedenen Belastungen auf das Gedächtnis und somit das Lernen. Das Gedächtnis besteht aus drei verschiedenen Speichern, dem Ultrakurzzeitspeicher, dem Kurzzeitspeicher, auch Arbeitsgedächtnis genannt, und dem Langzeitgedächtnis. Im Ultrakurzzeitspeicher werden Informationen beziehungsweise Daten nur sehr kurz behalten und sich entschieden, ob die erhaltenen Daten 'wertvoll' sind und sie somit in den Arbeitsspeicher weiter gegeben werde, oder ob sie sofort wieder verworfen werden. Im Arbeitsspeicher werden die 'wertvollen' Daten aus dem Ultrakurzzeitspeicher aufgenommen und verarbeitet. Er hat jedoch eine begrenzte Kapazität, weshalb die verarbeiteten Daten entweder in das Langzeitgedächtnis transferiert oder wieder vergessen werden. Sind Informationen einmal im Langzeitgedächtnis gespeichert, kann man sie nie wieder vergessen.  Es gibt verschiedene Belastungen, die das Lernen, d.h. das Im-Gedächtnis-behalten, hemmen können. Die Extrinsische-Belastung ist eine Belastung, die von außen einwirkt, wie beispielsweise laute Musik, die die Konzentration und somit das Lernen hemmen. Sie sollte minimiert werden. Die Intrinsische-Belastung wirkt 'von innen', also von den Lernmaterialien aus. Ein sehr unübersichtlicher Text, oder ein komplett vollgeschriebenes Arbeitsblatt haben eine sehr hohe Intrinsische-Belastung. Da zu wenig Lernbelastung auch nicht förderlich wäre, ist eine mittlere Intrinsische-Belastung optimal. Die Cognitive-Load-Theory beschreibt das perfekt ausbalancierte Verhältnis zwischen intrinsic, extrinsic und Germane-Load."
